trip_number,departure,arrival,target,number_people,company,flught_num
1889,Багамские Острова с. Юрьев-Польский пр. Комсомольский д. 739 к. 429 290007,Багамские Острова г. Геленджик ул. Центральная д. 2/9 к. 35 208431,посещение семьи/друзей,42,Башкирская содовая компания,1889
1890,Бруней клх Ухта пр. Школьный д. 9 к. 19 604731,Бруней к. Москва пр. Приозерный д. 2 стр. 669 884945,бизнес,53,Волкова Групп,1890
1891,Бенин г. Аша ш. Пархоменко д. 45 563144,Бенин с. Енисейск ул. Добролюбова д. 86 к. 88 008849,посещение семьи/друзей,18,Газпром автоматизация,1891
1892,Гренада п. Пермь бул. Абрикосовый д. 3/3 к. 64 580987,Гренада п. Чокурдах пр. Малый д. 437 стр. 8 940473,лечение,34,РАО «Блохина Муравьев и Бирюков»,1892
1893,Демократическая Республика Конго с. Майкоп ул. Дружбы д. 6 стр. 8 517348,Демократическая Республика Конго к. Серафимович ул. Курчатова д. 9 660710,бизнес,83,Мельников и партнеры,1893
1894,Ирландия к. Соловки ул. Пригородная д. 7/4 976600,Ирландия ст. Приморско-Ахтарск ш. Угловое д. 73 к. 527 342214,учеба,2,ОАО «Прохоров-Елисеева»,1894
1895,Соломоновы Острова ст. Темрюк ш. Мусы Джалиля д. 3 846455,Соломоновы Острова с. Сальск бул. Цветочный д. 98 к. 7/4 037657,учеба,76,РАО «Лихачев Брагин и Ефимова»,1895
1896,Танзания д. Кудымкар пер. Камский д. 5 к. 5/2 141926,Танзания с. Карабудахкент ш. Восточное д. 2 стр. 322 051625,учеба,85,ООО «Шаров-Колесникова»,1896
1897,Никарагуа ст. Томск ш. Тульское д. 1/2 734451,Никарагуа д. Середниково ш. Красина д. 7 152270,бизнес,63,АО «Веселова»,1897
1898,Бахрейн ст. Волгодонск алл. Нефтяников д. 7 000979,Бахрейн г. Пышма ул. Средняя д. 6/8 стр. 432 145358,учеба,19,НПО «Сидоров-Молчанова»,1898
1899,Сент-Китс и Невис ст. Нижний Новгород ул. Заречная д. 6/3 стр. 5 186446,Сент-Китс и Невис д. Сунтар пер. Сурикова д. 236 917228,отдых,60,Власов Инк,1899
1900,Науру п. Черемхово наб. Юности д. 723 к. 777 608540,Науру к. Нарткала ул. Стахановская д. 3 к. 56 119426,бизнес,19,НПО «Данилова Гуляева и Никифоров»,1900
1901,Литва клх Терскол ул. Омская д. 2 к. 838 184304,Литва д. Находка пр. Спартака д. 25 856138,учеба,99,Волгоградэнергосбыт,1901
1902,Индия к. Шаховская бул. Нижний д. 50 стр. 99 142858,Индия д. Междуреченский пр. Астраханский д. 11 стр. 6 224965,шопинг,95,ИП «Игнатова Евсеева»,1902
1903,Алжир клх Биробиджан пр. Химиков д. 2 499245,Алжир клх Новороссийск наб. Краснофлотская д. 3/4 150791,посещение семьи/друзей,89,РАО «Третьякова Михеева и Козлова»,1903
1904,Саудовская Аравия д. Вуктыл алл. Почтовая д. 2 к. 5 780928,Саудовская Аравия с. Сунтар бул. Королева д. 4/3 к. 1/8 434341,шопинг,94,ИП «Ермаков»,1904
1905,Бурунди д. Шилка пр. Вишневый д. 2/1 к. 968 574570,Бурунди д. Волгодонск наб. Уральская д. 7/3 стр. 6 307740,шопинг,35,ООО «Киселева»,1905
1906,Белиз с. Усолье Сибирское алл. Нижняя д. 765 стр. 96 293525,Белиз с. Ставрополь ш. Родниковое д. 1 стр. 75 979459,лечение,61,Алексеева Групп,1906
1907,Доминика с. Сусуман пр. З.Космодемьянской д. 6 стр. 246 337841,Доминика к. Озеры ул. Новостройка д. 8 к. 79 918905,отдых,100,Лихачева Групп,1907
1908,Иран клх Карталы наб. Попова д. 3 869573,Иран ст. Фатеж пр. Краснознаменный д. 1/1 к. 6 951697,лечение,9,Волгоградэнергосбыт,1908
1909,Того д. Алексин алл. Орджоникидзе д. 9/7 к. 2/5 355015,Того ст. Камышин бул. Льва Толстого д. 3/6 стр. 855 407237,лечение,60,НПО «Селезнева Селезнева и Некрасова»,1909
1910,Гамбия с. Поярково ул. Выгонная д. 795 к. 27 494124,Гамбия с. Брянск бул. Казачий д. 3/5 стр. 9/4 087512,отдых,1,ЗАО «Макаров-Ковалев»,1910
1911,Сан-Томе и Принсипи г. Усинск ш. Детское д. 9 917691,Сан-Томе и Принсипи клх Челюскин ш. Коммунистическое д. 2/9 964066,шопинг,89,НПО «Николаев-Лихачева»,1911
1912,Вьетнам с. Дзержинск ул. Орловская д. 157 стр. 11 604800,Вьетнам клх Бугуруслан ш. Папанина д. 775 стр. 152 335650,учеба,9,Группа Полипластик,1912
1913,Мавритания ст. Луховицы ш. Олега Кошевого д. 4 356477,Мавритания ст. Руза пр. Курский д. 1 стр. 6/8 052128,учеба,81,ООО «Дмитриева-Горшков»,1913
1914,Новая Зеландия ст. Гремячинск (Бурят.) пр. Краснознаменный д. 1/1 стр. 52 893125,Новая Зеландия клх Старый Оскол пер. Глинки д. 47 стр. 630 009920,отдых,39,ОАО «Терентьев Ларионова и Богданов»,1914
1915,Эсватини с. Приозерск ш. Почтовое д. 7 к. 60 452180,Эсватини г. Сорочинск пр. Октября д. 607 стр. 9/8 542993,посещение семьи/друзей,13,ООО «Воробьева-Ефимова»,1915
1916,Монголия ст. Нурлат пр. ДОС д. 8/9 070725,Монголия клх Кош-Агач ул. Просвещения д. 67 стр. 53 129435,отдых,49,НПО «Калинин Горшкова»,1916
1917,Монако ст. Салават пр. Заливный д. 525 к. 4 402077,Монако клх Витим пр. Минский д. 2/8 к. 4/6 932181,бизнес,84,РАО «Нестеров Медведев и Ермакова»,1917
1918,Папуа г. Руза пр. Высокий д. 4/7 стр. 3 965263,Папуа ст. Пятигорск ул. Советов д. 659 к. 57 678154,лечение,34,Агафонова и партнеры,1918
1919,Таиланд д. Одинцово наб. Короленко д. 3 стр. 3/1 192392,Таиланд с. Ревда (Сверд.) пр. Дальний д. 36 291860,отдых,77,ЗАО «Ефремов-Муравьева»,1919
1920,Аргентина п. Каменномостский пер. Лунный д. 6 к. 14 087900,Аргентина к. Геленджик пер. Свободы д. 7 к. 1/9 912577,бизнес,83,АО «Шилов-Симонов»,1920
1921,Сент-Винсент и Гренадины п. Верхоянск пр. Комсомольский д. 9 161133,Сент-Винсент и Гренадины д. Дивногорск наб. Энгельса д. 406 стр. 88 526727,бизнес,45,НПО «Алексеев-Крюков»,1921
1922,Антигуа и Барбуда с. Солнечногорск бул. Северный д. 1 173447,Антигуа и Барбуда п. Мостовской бул. Заречный д. 711 547325,отдых,76,Овчинников Инкорпорэйтед,1922
1923,Таджикистан п. Мезень наб. Рыбацкая д. 88 стр. 5/7 300192,Таджикистан г. Ногинск (Моск.) ул. Космонавтов д. 96 к. 7/8 726321,шопинг,83,Григорьев Лимитед,1923
1924,Панама с. Воскресенск пр. Тепличный д. 34 к. 5/9 079544,Панама п. Кондопога бул. Огородный д. 566 641627,бизнес,2,ИП «Колобов-Федоров»,1924
